paper_id,title,abstract,llm_relevant,llm_reasoning,human_decision,human_notes
114636,"Midwestern Service Provider Narratives of Migrant Experiences: Legibility, Vulnerability, and Exploitation in Human Trafficking","This exploratory study examined the vulnerability and exploitation of migrants from the perspective of service providers who work in social service organizations. Researchers conducted 16 interviews and 1 focus group with service providers whose clientele had direct experience with migration. These service providers indicated that there is incongruence, even tension, between a welcoming local response to migrant populations and the state-level political rhetoric and policy initiatives, which are predominantly anti-immigration. This study demonstrates that there are contradictions and tensions related especially to exploitation in Midwest migrant populations. Service providers acknowledged complexity in the problems related to migrant vulnerability and exploitation and were interested in change. Findings of this study highlight particular vulnerabilities of migrant populations, a lack of legibility of human trafficking in social service organizations, and a difference between political",True,"The paper examines human trafficking and exploitation of migrant populations, which falls under the labor trafficking/forced labor criterion, though the abstract does not explicitly specify the work/employment dimension.",FALSE,
60915,Localising social work practice for migrant workers' children in China: An action research learning from other countries,"While literature abounds in studying the phenomenon of migrant workers in China and offering policy suggestions from a macro perspective, this article proposes an inspiration for clinical social workers by developing a comprehensive case management model which aims at improving the well-being of migrant workers' children. It is argued that lessons could be learned from theories, methods and strategies to address immigration-related issues in the USA, Canada and some European countries, because migration patterns of China's migrant workers and international immigrants are similar. An action research approach is adopted. Unstructured interviews are conducted with clinical social workers, heads of social work organisations and schoolteachers. Based on the findings, a draft version of the case management model is constructed by borrowing immigrant social work methods selectively. As licensed social workers, the authors offer case management services to migrant workers' children and families under a social work agency's supervision in two urban-suburban-integrated schools. In the service process, the model is finished by modifications and localisation. The revised version of the model is elaborated in four steps. In each step, specific methods for migrant workers' children and families are presented with related case examples attached. Whilst literature abounds in studying the phenomenon of migrant workers in China and offering suggestions from a macro perspective, this article offers an inspiration for clinical social workers by developing a comprehensive case management model which aims at improving the well-being of migrant workers' children. The authors identify similarities between migration patterns of China's migrant workers and international immigrants. It is argued that when traditional family processes are disrupted by either internal or international migration, the influences are similar and the necessity to fulfil family function remains the same. Theories, methods and strategies to address immigration-related issues have been well developed in local contexts of the USA, Canada and some European countries. Thus, the authors would like to try to shed some light on what lessons could be drawn. A draft version of this case management model is constructed by borrowing immigrant social work methods selectively. Based on the draft model, a team of licensed social workers offer case management services to migrant workers' children and families under a social work agency's supervision in two urban-suburban-integrated schools. In the service process, modifications and localisations were made. A revised model was presented in the article.",True,"The paper focuses on developing social work interventions and case management services specifically for children and families of migrant workers, explicitly addressing services for migrant worker populations and their families.",TRUE,
97222,A phenomenological case study on immigrant workers' gambling addiction in Korea,"This study explores the experiences that have led some of Korea's immigrant workers into gambling addiction and examines possible social welfare services that could support treatment. Immigrant workers' gambling experience as aliens in Korea was analyzed through the methodology of a phenomenological case study. The participants, who voluntarily consented to the study, were five immigrant workers addicted to gambling. Data were collected through one-on-one, in-depth interviews over 6 months, starting in July 2018. The essential themes that emerged in the interviews were “changing strategies for survival,” “forgetting oneself without any sense of responsibility or shame,” “gambling as routine daily life,” “obsession with making a fortune in one go,” and “no home to return to.” Based on its results, this study makes suggestions for the prevention of gambling addiction in immigrant workers. Further, future research needs to be broadened to analyze nationwide cases of immigrant workers with more diverse demographic backgrounds.",True,"The paper explicitly focuses on immigrant workers in Korea, examining their gambling addiction experiences and proposing social welfare services specifically for this population, with work migration context central to their situation ('no home to return to', survival strategies).",TRUE,
40003,Effect of Enrollment Length in Migrant Head Start on Children's Weight Outcomes,"The purpose of this study is to examine whether the length of children's enrollment in Migrant Head Start affects children's weight outcomes. Children in the Michigan Migrant Head Start program were classified depending on years of enrollments: one year (n = 638), two years (n = 293), and three or more years (n = 426). Logistic regression analyses were conducted to examine whether the probability of children having overweight or obesity differed depending on years of enrollment. There is a lower obesity rate among children who attended Head Start for multiple years than in those who attended for one year. Among children who attended for one year, those who enrolled for more weeks were more likely to be overweight than those who enrolled for fewer weeks. Children with special needs, those with more siblings, and those on the Supplemental Nutrition Assistance Program (SNAP) had a lower obesity rate. Although the primary goal of the Head Start Program is school readiness rather than health improvement, migrant and seasonal farmworkers' children might need more years of comprehensive intervention, such as Head Start, to prevent obesity by making full use of the beneficial nutrition programs. SNAP access and other culturally competent practices could also reduce the obesity rate.",True,"The study explicitly examines children of migrant and seasonal farmworkers enrolled in the Migrant Head Start program, directly addressing a service intervention for families of migrant agricultural workers.",TRUE,
36387,A study of remittances to Mexico and Central America: Characteristics and perspectives of immigrants,"Mexican and Central American immigrants remit large sums to improve the well-being of their families back home. Though literature provides substantial data on the economic impact of remittance funds, we know little about remitters themselves. The current mixed methods study utilizes data from the Mexican Migration Project and the Latin American Migration Project (n=1,218) to examine characteristics of immigrants who remit and data from focus groups to explore the meaning of remitting to Mexican and Central American immigrants. Findings suggest that marital status, legal documentation status, and English proficiency are three key predictors of remittance behaviors. Immigrants report that remitting leads to their own positive feelings and also fulfills an obligation they have to improve the well-being of family remaining at home. Implications for social work practice with Mexican and Central American immigrants are discussed. Key Practitioner Message: center dot Results indicate characteristics of immigrants based on remittance sending behaviors, increasing our knowledge of immigrants who support family back home; center dot Findings highlight the meaning of remitting for immigrants, and thus suggest a relationship between remitting and immigrant well-being.",True,"The study examines remittance behaviors and transnational family obligations of Mexican and Central American immigrants, which are fundamentally tied to labor migration and the economic dimensions of migrant work, though the abstract lacks explicit discussion of employment conditions or occupations.",TRUE,
76186,The Coronavirus Pandemic and Immigrant Communities: A Crisis That Demands More of the Social Work Profession,"As the coronavirus pandemic has taken over matters of life and death globally, immigrant communities were some of the most deeply impacted. In the United States (U.S.), Latinx immigrants and other minorities have experienced greater economic burden and worse health outcomes, resulting in alarming rates of death from COVID-19. Yet the government’s relief measures to support individuals did not extend to millions of immigrants. This left many immigrants with the cruel choice to either stay home to protect themselves and their loved ones from the virus or go to work to support their families. Disregard for a large segment of the population is further complemented by strict immigration policies, harsher border restrictions, and public health guidelines that failed to account for the realities faced by immigrants. In this brief, we highlight the unequal toll of the COVID-19 pandemic on immigrants and consider social work response. We argue that the pandemic demands more of the social work profession, as the coronavirus crisis exposed more clearly the systemic inequalities toward immigrants and aggravates their vulnerabilities. Insofar as systems are unequal and racist in the context of coronavirus, there is a great need for social work response that is innovative, brave, and deeply connected to communities.",False,"The paper focuses broadly on health outcomes and economic impacts of COVID-19 on immigrant communities generally rather than specifically addressing migrant workers, labor conditions, or work-migration dynamics.",TRUE,
53031,Who resides behind the words? Exploring and understanding the language experience of the Non-English-Speaking immigrant,"Issues of cultural diversity, race, and ethnicity have been profusely addressed in contemporary social work literature. However, the dimension of language experience in the recent immigrant has received minimal attention, and social service workers often overlook the importance of the client's native language in practice. Challenges facing the treatment of immigrants include language barrier and the immigrant's worldview, factors that need to be identified to discover the person within the client. Using the author's own experience and accounts from other immigrants, this article explores the non-English-speaking new immigrant's language subjective experience and its unique implications for self-evaluations. Honest curiosity on the part of the worker is emphasized.",False,"The paper focuses on language barriers, cultural worldview, and social work practice with immigrants without addressing work, employment, or labor dimensions of migration.",FALSE,
67224,Mothering and everyday life during and in the aftermath of domestic violence among women with immigrant backgrounds in Norway,"This paper focuses on how immigrant women experience and negotiate their everyday life with children prior to and after leaving a violent partner. Twenty-three women staying at domestic violence and abuse shelters with their children were interviewed about their experiences with assistance services and their everyday life with their children. At the time of the interviews, most of the women were legally separated or divorced and were either living in or in touch daily with shelters. In this paper, we look at some of the challenges that women face when exposed to violence in a relationship that involves children. Being exposed to violence from a partner raises a number of economic, practical, and emotional concerns, both prior to and after leaving. For the mothers in our study, maintaining a regular routine is key to making the children feel safe in an unpredictable setting. For many, economic dependence on the partner is replaced with economic dependence on assistance services after leaving the partner. Services must recognize that providing help to mothers who have left a violent partner constitutes more than just practical support but is crucial for mothers' ability to re-establish a predictable everyday life with their children.",False,"The paper focuses on domestic violence and mothering experiences among immigrant women as a demographic group, without addressing work migration, labor conditions, or employment dimensions.",FALSE,
126449,The ethics of transnational market familism: Inequalities and hierarchies in the Italian elderly care.,"This article examines the recent transformations of the Italian welfare state from a familist welfare model to what I term transnational market familism. In this model, families buy in care labour, commonly provided by migrant workers. There is now a growing literature exploring both the transformations of the Italian welfare model and the experiences of migrant workers providing care in Italy. However, what has been overlooked in the current literature is the ethical aspect of this model of welfare provision, which is part of the transnational political economy of care. The article analyses the ethical implications of the migrant-in-the-family model, which transforms the care relationship between the caregiver and care receiver into a complex relationship between the family member organising care, the migrant caregiver and the dependent care receiver. The context of such welfare provision is transnational. Examining this care triangle, I draw on care ethics and individualization perspective for an analysis of how social policies safeguard, or overlook, human interaction and care relationships in the context of global hierarchies. The article draws on ethnographic data gathered in Naples, Italy, during 2004 2005, including interviews with Neapolitan employers and elderly care-receivers, interviews with migrant workers, as well as participant observations. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)",True,"The paper centrally examines migrant workers providing elderly care in Italy, analyzing their labor conditions, the care relationship dynamics, and the ethical implications of this transnational labor market, with direct attention to the experiences of migrant caregivers and the political economy of their work.",TRUE,
56881,Ruling Relations Coordinating the 'Migrant Family' in Institutional Encounters between Finnish Social Work Professionals and Migrant Service Users,"Despite the growing body of literature on how migrancy transforms family relations, surprisingly little research exists on how 'migrant family' takes shape in institutional encounters. In this article, we analyse the negotiations on when and how family relations become addressed in encounters between social workers and migrant service users. Drawing from institutional ethnography, we understand the local service encounters as actively regulated by extra-local relations of ruling, represented here mainly by texts such as legislative acts, service descriptions and professional guidelines. The results show that the ways in which family is present and addressed in the institutional encounters often became an act of balancing between a broader understanding of family relations building on the service user's self-definition as well as psychosocial and holistic professional ideals, and a narrower administrative understanding rooted in the Finnish legislation on social security and immigration. The legislative texts thus become a strong relation of ruling that coordinates the actual encounters and what happens in them. Nevertheless, family is essential to human subjectivity, and if the institutional encounters focus only on those family relations recognised by the legislation, important aspects of human relations remain unseen. 'Migrant family' is a politicised category in Finland and Europe, and family migration has gradually become more conditional in many countries. In this article, we analyse how family relations are addressed or remain unaddressed in the institutional encounters between social workers and migrant service users. The analysis is based on observations and interviews in four social work agencies in the Helsinki capital region in Finland. The article presents two analytical cases: (1) how social security legislation hides and limits talk on family and (2) how family is brought to the fore by family reunification procedures. On a whole, the analysis shows the balancing between a broader psychosocial understanding of family that builds on self-definition, and a stricter and narrower official definition of family as a household unit of parents and under-aged children with legal residency in Finland. It would be important for social workers to become aware of how the institutional environment forms their work to give more space for individuals' own definitions of family.",True,"The paper focuses on institutional encounters involving migrant service users and social work professionals, with significant attention to family reunification procedures and how migration policies shape family definitions; however, the primary emphasis is on social work practice and institutional processes rather than work/employment migration specifically, though family migration often has labor dimensions.",FALSE,
66302,Navigating emotions in child welfare: Immigrant parents' experiences and perceptions of involvement with child welfare services in Norway,This study explores immigrant parents' emotional experiences in child welfare services as well as parents' emotional management and their interpretations of the role of emotions in the child welfare system. The analysis revealed that strong negative emotions dominate parents' experiences and correspond to immigrant-related challenges and factors associated with child welfare involvement. The study suggests that parents perceive that the way child welfare workers interpret their emotions affects the decisions the workers make and how the parents are perceived during the case. The study further highlights ways that parents manage their emotions during cases to prompt favourable outcomes.,False,"The paper focuses on immigrant parents' emotional experiences with child welfare services, treating immigrant status as demographic context rather than addressing work, labor conditions, or employment-related migration.",FALSE,
24439,The influence of pre-emigration and postemigration stressors on mental health: A study of Southeast Asian refugees,"Using path analysis, the study discussed in this article examined the direct and indirect effects of a series of pre-emigration and postemigration factors on mental health status among 447 Southeast Asian refugees. Bicultural interviewers administered a cross-sectional survey to a stratified sample of community residents divided evenly by ethnicity (Cambodian, Vietnamese, Laotian, and Hmong), gender, and employment status (working or nonworking). Findings indicated that 40 percent of participants suffered from depression, 35 percent from anxiety, and 14 percent from posttraumatic stress disorder. One pre-emigration factor, experienced trauma, and two postemigration factors, degree of current stress and perceived health, directly affected all mental health outcomes. Current stress, which measured the degree of stress created by acculturative tasks such as learning a new language, seeking employment, rebuilding social supports, and redefining roles, was the strongest overall predictor of mental health. Social workers should design and implement programs that will decrease current stressors and rebuild indigenous social supports to enhance acculturation and reduce mental health problems.",False,"The paper focuses on refugees and mental health outcomes related to trauma and acculturation stress, with employment mentioned only peripherally as one of many acculturative tasks rather than as a central labor/migration-for-work dimension.",FALSE,
55397,Nature and Challenges of Transnational Family Caregiving: A Scoping Review,"PurposeThis scoping review explored the nature and challenges of transnational family caregiving. International migration and global aging have resulted in growing instances of transnational family caregiving, which involves providing care for older adults across national borders. However, little is known about the realities of such caregiving.MethodFollowing the scoping review framework set forth by Arksey & O'Malley (2005), we searched 10 electronic databases (e.g. AgeLine, MEDLINE, CINAHL) using targeted search terms (e.g. transnational*, cross-border*) and predefined eligibility criteria. After removing duplicates, screening the titles and abstracts, and reviewing full texts, nine articles were eligible for inclusion.FindingsStudies showed that transnational caregiving involves providing financial and emotional support, arranging care, mailing gifts and letters, making care decisions, and communicating via phone/video calls. Financial strain comes from expenses in the host and support countries, including traveling back to the home country. Transnational caregivers experience guilt, worry, and distress related to the unpredictability of the care situation and their inability to be physically present. Strict immigration policies, inadequate employer support, and limited institutional care in home countries also present challenges.ImplicationsThis review highlights the nature and challenges experienced by transnational caregivers, yet further research is needed to deepen our understanding of this unique subpopulation of caregivers.",False,Focuses on caregiving challenges for older adults across borders with international migration as demographic context rather than centering work/labor conditions or employment-driven migration specifically.,FALSE,
98479,"Acculturation, socioeconomic factors and obesity among immigrants from el salvador living in the Washington, D.C. area","This study examined acculturation, SES and obesity in a convenience sample of 1205 Salvadoran immigrants from the Washington, D.C area. Acculturation was measured by language preference for print and electronic media and years residing in the U.S. Obesity was measured by the percent overweight based on body mass index norms. About 30% of respondents were overweight. Acculturation was positively associated with obesity and together with other variables in the model explained 45% of the variance in obesity. Preference for Spanish media was strongest in the older age group. Doctors and TV were the most frequently cited sources of health information. Social workers and health educators can use this information to develop culturally competent interventions and research in Hispanic populations. © 2003 by The Haworth Press, Inc. All rights reserved.",False,"The paper focuses on acculturation, socioeconomic status, and obesity/health outcomes among Salvadoran immigrants without addressing work, employment, labor conditions, or migration for work purposes.",FALSE,
123735,"Innovations in social welfare trust, risk and control within an indigenous--non-indigenous social service partnership.","Partnerships between organisations are seen as one of the building blocks of the 'third way' approach to welfare provision in both Europe and New Zealand. While there is much discussion on building social capital and partnership working, such partnerships are usually perceived as being between government and community or private organisations. There is a gap in the literature in two specific areas: partnerships formed between two community-based social service organisations and partnerships formed between indigenous, or immigrant peoples, and non-indigenous organisations. This article explores such a partnership -- that between the Ngai Tahu Maori Law Centre (an indigenous organisation) and the Dunedin Community Law Centre (a non-indigenous organisation). The article analyses this relationship and strategies employed by both organisations to develop trust, diminish risk and equalise control. Lastly, the article suggests that the model of interaction articulated here could be promulgated to other sites within the social services in New Zealand and the Americas, and within the European context. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)",False,"The paper examines organizational partnerships between indigenous and non-indigenous social service providers (specifically Maori and non-Maori law centers), focusing on trust and control in welfare service delivery, with no mention of labor migration, employment, or migrant workers.",FALSE,
35176,Understanding the needs and rights of Arab Muslim youth: The case of Jordan,"The purpose of this research is to understand the barriers that prevent Arab Muslim youth from fulfilling their needs. In total, 1078 Jordanians aged 18-24years were asked to rate the importance of various barriers via a structured questionnaire. Barriers to economic needs were found to be ranked highest, followed by barriers in the political, social, educational and health domains. Women were more likely than men to perceive barriers, particularly in the economic and social domains. Participants who reported a stronger wish to emigrate were more likely to rate economic barriers highly. A rights-based approach is used to interpret the findings, in order to inform strategies to assist youth to address life challenges and enhance well-being.",False,"The paper studies Jordanian youth in Jordan regarding barriers to needs, mentioning emigration wishes only as a secondary correlate rather than focusing on actual migrant workers or labor migration experiences.",FALSE,
21553,An unacceptable role for social work: Implementing immigration policy,"Social work has always had a role in policing the boundaries of welfare, and under New Labour there has been a decisive shift to an increasingly narrow and negative practice. This article takes social work's involvement in internal immigration controls as an example of the profession's complicity in implementing social policies that are degrading and inhuman. It argues that social work has adopted a reactionary and uncritical view of policy, and asks whether there might be a more progressive future for the profession.",False,"The paper discusses social work's role in implementing immigration policy and welfare boundaries, but does not address work, employment, or labor conditions of migrant workers.",FALSE,
26172,The right to stay: challenging the policy of detention and deportation,"The aim of this article is to shed light on the situation of refugees (formally designated as asylum seekers) and undocumented migrant workers, who are among the most vulnerable inhabitants of Europe. Both groups face the threat of detention and deportation. The normative framework, which consists of legal standards and residential institutions, will be critically examined. Despite international standards for respecting the human rights of refugees and undocumented workers, policies of detention and deportation and the mass rejection of asylum claims leave little hope for the empowerment, autonomy and social inclusion of these persons. Instead of a straight-forward argument for closing down all detention centres and putting an end to forcible deportations, the article investigates small scale structural possibilities for inclusive - non-selective - responses to these non-citizens.",True,"The paper explicitly addresses undocumented migrant workers as a core population alongside refugees, examining their vulnerability to detention/deportation and advocating for policies affecting their rights and social inclusion, with work/employment status (undocumented workers) being central to their classification and treatment.",TRUE,
51013,Legal or illegal? Preferences on immigration,"The political debate about regularisation programmes for undocumented migrants is a very controversial issue. The main goal of this article is to explain why governments decide to grant amnesties to illegal immigrants as a part of their immigration policy. We propose a simple political competition model in which we first derive the voters' preferences over a menu of regularisation programmes. Labour market conditions make skilled workers more pro-regularisation than unskilled workers. We find that, in general, the policy implemented at the political equilibrium is a partial amnesty programme, which is what happens in the majority of the countries in this study.",True,The paper analyzes regularisation programmes for undocumented migrants and explicitly examines how labour market conditions and distinctions between skilled and unskilled workers affect voter preferences and policy outcomes regarding immigrant amnesties.,TRUE,
86366,Reaching out to migrant households during COVID-19 outbreak: the increasing need of social workers in Cambodia,"Cambodia, a lower-middle-income country in Southeast Asia, reported 275 confirmed cases of COVID-19. Despite lower reported cases, COVID-19 impacts Cambodian socio-economic systems in profound ways. With more than 1.1 million Cambodians having migrated abroad and low-income families in rural Cambodia relying heavily on remittances, the sudden loss of jobs caused by the pandemic raised an important question on how migrant households are prioritised among the rising society-wide needs. Given the profound lack of social workers in Cambodia, while highlighting their essential roles at the frontline in response to the ongoing and future pandemic response, professional and the community-based social work must be expanded and promoted through multisectoral collaboration between governmental bodies and NGOs to ensure the sustainable development of quality social work in Cambodia.",True,"The paper explicitly focuses on migrant households (1.1 million Cambodians who migrated abroad for work), the economic impact of job loss on remittance-dependent families, and social work services needed for this population, directly addressing services/policies for migrant worker families.",TRUE,
60609,Resilience of college students with rural left-behind experience in China: a qualitative study,"Although parent-child separation and environmental pressure cast numerous challenges to left-behind children, some of them still achieved positive development. This study employed a life-course perspective to reveal the dynamic developmental trajectories and concealed protective factors among college students with left-behind experience. A qualitative approach with in-depth, semi-structured interviews were conducted to collect six participants' life histories. Each participant's life trajectories were delineated. Their life stories were coded thematically. The analyses of life trajectories present the uniqueness of each person's life trajectory as well as common demands at each development stage. Two internal assets (empathy and initiative) and three external resources (positive educational expectations from family, active attention and acknowledgement from school and low social pressure from the community) were identified as significant protective factors during the left-behind period. This information provides important insights that can be used to create early interventions in building resilience against development problems among left-behind children. (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)degrees (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)degrees (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)degrees (sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic);(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)degrees (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)degrees",True,"The study examines 'left-behind children,' a term referring specifically to children of rural-to-urban migrant workers in China, thus substantively addressing families of migrant worker populations.",TRUE,
116361,Community strategies for intercultural participation,"Faced with the demands of globalization Social Work has a key role in promoting community development. The relationship between Social Work and Human Rights focuses on values and principles essential to the integration of any person regardless of their social, economic, and cultural context. Through a study of social work praxis in an intercultural community context with immigrants, secondary statistical data were analysed, a semi-structured interview was applied to social workers and a categorical content analysis was chosen to treat the data. The results allowed us to realize that social workers appeal to an ethical and ontological matrix in relation to individuals, families, groups and communities and that community development intervention in the field of social policies implies participation strategies in favour of citizenship and Human Rights.",False,"The paper focuses on immigrant integration, community participation, and social work praxis without addressing work/employment, labor conditions, or the specific experiences of migrant workers.",FALSE,
60243,The Associations between Adverse Childhood Experiences and Social Services Use among Head Start-Eligible Low-Income Families,"This study examined the effects of adverse childhood experiences (ACEs) on parental social services use among Head Start-eligible low-income families. Based on the Head Start Impact Study data (N = 3,562), three questions were addressed: (1) Does the number of ACEs impact parental social services use? (2) Do family characteristics have any association with parental social services use? and (3) Does parental social services use differ between Head Start and non-Head Start parents? Regression indicated that parents with more ACEs tended to use more social services. Compared with parents with one ACE, parents with two ACEs and parents with three or more ACEs used more social services with income assistance, food and nutrition assistance, and housing and utility assistance programs. Parents with three or more ACEs tended to use more social services related to alcohol and drug use, mental health, and foster care payments than parents with one ACE. Barriers to social services use were identified and include racial disparities, native language, immigration status, and geographical location. Head Start was not found to have a significant impact on whether parents used more social services. Recommendations include increasing effective collaboration between social workers and services, assessing barriers to receiving services, and implementing ACE screenings.",False,"The study focuses on adverse childhood experiences and social services use among low-income families, mentioning immigration status only incidentally as a demographic barrier without addressing labor migration, work conditions, or migrant worker populations.",FALSE,
103035,Social Worker in a Fishbowl: An Immigrant Social Worker's Narrative,"As an immigrant social worker, the author struggled with the integration of her professional and personal self within practice settings. The challenges encountered included working with informal clients, practicing beyond traditional social work roles without any termination process, and coping with constant ethical issues. In the following narrative, the author reviews the mistakes and successes she experienced within informal practice settings.",False,"The paper focuses on an immigrant social worker's professional identity formation and practice challenges rather than migrant workers as a population, labor conditions, or work migration.",TRUE,
81091,The invisibles,"The author looks back at his childhood experiences growing up, being rejected, trying to fit in and overcoming discrimination. He comes full circle as a social worker helping a group of marginalized immigrant students literally find their way through the maze of an unwelcoming suburban school.",False,"The paper focuses on immigrant students' experiences of discrimination and social work interventions in educational settings, without addressing work, labor, or employment-related migration.",FALSE,
42069,"Shaping a new society: Immigration, integration, and schooling in Germany","Germany's immigrant population has dramatically increased since World War II, bringing a new need for immigrant-centered policies and programs. How has Germany responded to the needs of its growing immigrant population? This article provides brief historical highlights of German immigration policy, with a focus on how policies have affected education and academic achievement. Implications of such policies for social work practice are discussed, and recommendations for ways in which social workers can take an active role in fostering integration of immigrant families into German society are offered.",False,"The paper focuses on immigrant integration, education, and schooling policies without addressing work, employment, or labor dimensions of migration.",FALSE,
21334,Social justice and the global economy: New challenges for social work in the 21st century,"The globalization of the economy creates new challenges for social work in the arenas of social and economic justice. This article outlines social justice issues related to the debt crisis of the Global South and sweatshops. A presentation of colonial precursors is followed by a detailed examination of these global institutions with an emphasis on the vulnerability, disempowered status, and exploitation of poor people of the Global South. Connections with global inequities in wealth, income, and the distribution of resources are made explicit. The article explores domestic social justice problems as possible points of connection with these issues. Finally, the authors give recommendations for social work education, advocacy, and activism.",False,"While the paper discusses sweatshops and exploitation of poor people in the Global South, it does not specifically focus on migrant workers; the abstract frames these as general social justice and economic issues related to globalization, debt crisis, and wealth inequality rather than labor migration or migrant worker populations specifically.",FALSE,
41619,Labor force participation among Asian immigrant women: Findings from the 2007 American Community Survey,"Using a nationally representative sample of Asian immigrant women in the USA (N = 33,032), we examined ethnic variations in labor force participation and different predictors of labor force participation among six Asian ethnic subgroups, including Chinese, Filipino, Asian Indian, Vietnamese, Korean, and Japanese. Our findings indicated that having a higher level of education, fewer children under age 5, US citizenship, a longer length of residence in the USA, and a better English proficiency were significantly related to higher rates of labor force participation among certain ethnic subgroups. The different predictors of labor force participation by ethnic subgroups were further analyzed in cultural contexts.",True,"The paper explicitly examines labor force participation as the primary outcome among Asian immigrant women, directly addressing the work/employment dimension of migration with predictors analyzed in cultural contexts.",TRUE,
109104,Social working without borders: challenging privatisation and complicity with the hostile environment,"Social Workers Without Borders is a UK social work charity established in early 2016 to provide direct support to migrant children and families, and to scaffold this through the development of social work education and activism reflecting the principles of human rights and social justice. Reflecting on Social Workers Without Borders"" model of practice, Lauren Wroe, co-founder and trustee of Social Workers Without Borders, discusses the charity""s recent campaign against Capita and the implications of privatisation for asylum-seeking and migrant families, as well as for the ethical value base of the profession. Positioning Social Workers Without Borders as a voluntary network that ‘fills the gap"" in state services, the author discusses campaign strategies to defend the profession, and the families it supports, from the rolling back of state welfare and the rolling out of state hostility through the deregulated outsourcing of social care services.</jats:p>",False,"The paper focuses on asylum-seeking families and social work service provision rather than labor migration, working conditions, or employment experiences of migrant workers.",FALSE,
66949,Facilitating the Carceral Pipeline: Social Work's Role in Funneling Newcomer Children From the Child Protection System to Jail and Deportation,"This article examines the intersections of the child protection, immigration and criminal systems, and the carceral logics that undergird all three systems. Taking seriously Patricia Hill Collins' (2017) call to analyze ""intensified points of convergence"" (p. 1464), we analyze the role of social work in perpetuating carceral systems and the tools that feminist social work provides for disrupting them. Using a case analysis of a foster child in Halifax, Canada, who in 2018 was faced with deportation after social workers failed to secure his citizenship status, we argue that a pipeline exists between child protection and a growing ""crimmigration"" system. The carceral logics of this pipeline not only draw from anti-Black, Islamophobic, and settler colonial histories of oppression, but they also position certain noncitizen families as unassimilable and requiring of state intervention rather than social supports. With this carceral pipeline in mind, we then draw from feminist anticarceral and intersectional approaches to consider a range of resistance strategies. Ultimately, we argue for a transformative justice approach that goes beyond reforming the pipeline and instead takes seriously the insights of abolitionist movements as an alternative to purely reformist approaches.",False,"The paper focuses on child protection systems and immigration enforcement ('crimmigration') affecting newcomer children facing deportation, without addressing labor, employment, or work migration dimensions.",FALSE,
